file old,file new,conjunction model count,percentage of old,percentage of new,retainment
automotive01_17.dimacs,automotive01_18.dimacs,47078854550072716292070428843756226299781008706784156303468737385802279365129816322665242211891922747116939720996633367184205853499350782463771651757924254910968723552449295951206857999071676132396628721623143160631946713556311647052844449682427806287802500905148452823214183214355221623061845292375382023958358886483452948551543448340817887887360000000000000000000000000000000000,2.4030326783007015e-12,1.0,2.4030326783007015e-12
automotive01_18.dimacs,automotive01_19.dimacs,47078854550072716292070428843756226299781008706784156303468737385802279365129816322665242211891922747116939720996633367184205853499350782463771651757924254910968723552449295951206857999071676132396628721623143160631946713556311647052844449682427806287802500905148452823214183214355221623061845292375382023958358886483452948551543448340817887887360000000000000000000000000000000000,1.0,0.09804641132435742,0.09804641132435742
automotive01_19.dimacs,automotive01_20.dimacs,480169074157404047759880376339910550458489687308932762618939528404512544643418536081345016320207018813433973692514660455485032570079625808308510264454311315068972813657964647785683170557246997202650564493318828309734614315263400658222706691071047761201581872265261506954853087656311764459605409042140575039157166042312355585967724755799199953830543360000000000000000000000000000000,1.0,0.4744039411574239,0.4744039411574239
automotive01_20.dimacs,automotive01_21.dimacs,1012152371639060845386347112710573973576445656728944237013851223576572693377326536042143993986997061039043208781130573811064647204360892617881692956958946358338290195412503441377805627527639109514485710356729279636558263848815965843917839047669017238122665188790596954424546002323703301960267167052391755657614352191422152152024887144158854590863769600000000000000000000000000000000,1.0,0.5926291569610359,0.5926291569610359
automotive01_21.dimacs,automotive01_22.dimacs,1123534215164602900891719964853041368644438485504854175954886141009870008577897974039738135176909643584858236409855146589308286194762207473802192498300010325517991960951369937960569192810769579292908998358473207205350739912138244000613812424478732574345129229900006554484784004658922349472679580587168401405900143009268289165159718470696304640000000000000000000000000000000000,6.578447607365976e-07,1.0,6.578447607365976e-07
automotive01_22.dimacs,automotive01_23.dimacs,1123534215164602900891719964853041368644438485504854175954886141009870008577897974039738135176909643584858236409855146589308286194762207473802192498300010325517991960951369937960569192810769579292908998358473207205350739912138244000613812424478732574345129229900006554484784004658922349472679580587168401405900143009268289165159718470696304640000000000000000000000000000000000,1.0,0.43338144085133096,0.43338144085133096
automotive01_23.dimacs,automotive01_24.dimacs,281644374348995177298432255794996662706479119554817785958848793256523774372262316103328225119175052087176228942935991752009933858133818410990857312942597489881346965540288081976250657620787716899240901479711419354167632125987089907468649824915886228736765498197747634542044560484906490993407497732059017872370834344174440760741986304000000000000000000000000000000000000000,0.0001086388319248087,1.0,0.0001086388319248087
automotive01_24.dimacs,automotive01_25.dimacs,1225422430592989433062995597084223739425226853466293674482227435848023849338389333821889727821944721701063330520570345691108968477874401491898151222257934447304168712665762072228033155064539586886722551102635656775820695239326074021193208364286949358743159207188472673127134876125815313679188954625362012884987978718623301632000000000000000000000000000000000000000,4.350956533129707e-09,1.0,4.350956533129707e-09
automotive01_25.dimacs,automotive01_26.dimacs,15853221054968206136687184830823264433780041290428837936970450340749700822876025901448807686068322272031569213041914511230927867065590914664497406191402533536425986180238131955232563925097122020583868065676798580935539726808318991264555586414226037892982891193407997516943198259818634927520449420725032330167314911884103122944000000000000000000000000000000,1.2936943750325131e-08,1.0,1.2936943750325131e-08
automotive01_26.dimacs,automotive01_27.dimacs,253058973220690821209964487979531955714807912600870355167120840379347263498440985728012426106996188557350294166053110074699320640735523422447817076195875480665991765801792787157709689203720343671701316669323254933601577772585385038387773139549762121759101273394016657253421958358104290826363649304459270722056549616844800000000000000000000000000,1.596262187622655e-11,1.0,1.596262187622655e-11
automotive01_27.dimacs,automotive01_28.dimacs,1487184235678901310383676715931199308828387087237928810500350451811152355557336676441216024553673727906682972858083991196478482094596552438675708591782279458219471118682977752534558740630327307212604222868249234898292632405487808722274844215751716647433058028246847574472222283731532379128830528168307628629769764995072000000000000000000000,5.876828696297361e-06,1.0,5.876828696297361e-06
automotive01_28.dimacs,automotive01_29.dimacs,1487184235678901310383676715931199308828387087237928810500350451811152355557336676441216024553673727906682972858083991196478482094596552438675708591782279458219471118682977752534558740630327307212604222868249234898292632405487808722274844215751716647433058028246847574472222283731532379128830528168307628629769764995072000000000000000000000,1.0,0.11164892715078281,0.11164892715078281
automotive01_29.dimacs,automotive01_30.dimacs,97092250926110869297081510172017652274457097181943858804368562697655979467320249467267308444115450496276191610881948867829420633388052168892428814625249823935013851847550911943741927292200864247431514021185389140076268088601617577268633057398758030926395082427420376279739781810969141888021430272000000000000000000000000000,7.28910742225982e-18,2.3583421380140104e-24,2.3583421380140104e-24
automotive01_30.dimacs,automotive01_31.dimacs,41169705345583769533283886902027336264585292988453799689002524738793847892782247628704202593219085322181755509712475571036173910318904744073473885559691858903761534079033533704325481071112334881618944322662566575574039775282510296421396054201040674257416700947252341298094099783815666893857785974348259462385495639546920960000000000000000000000000,1.0,0.20000336060153306,0.20000336060153306
automotive01_31.dimacs,automotive01_32.dimacs,66605857426122578575244124487666559800274980972654910539346693764535929559576273359222572970953954177475249418918910801022415045256370151634991038885675532630129342260457814924965758249873508253388752243658388171316114344628264794643881425030166967285285764261306076078689557772131050375082141086764514307232235520000000000000000000000000000,3.235727632527267e-07,1.164128156382484e-08,1.164128156382484e-08
automotive01_32.dimacs,automotive01_33.dimacs,2752533865147624716443008686679612772502382901392363123788872738466329731838498673478563085136159572932162884488902654746239048731649546173845562392164705360851001798701956144460261214612971223351147886786457436604571913274853999229559003105266353596958947565320321486128543912707427036637895326604141929501828389326028800000000000000000000000,4.81084141491427e-07,1.0,4.81084141491427e-07
automotive01_33.dimacs,automotive01_34.dimacs,92311389948567551789472598510466283661235565544348832331032428733366246419781596092062358513446659391605332307861430035901943288441242702084940768956673165894993055930057674605229928188837687341091267854292326660454731520942997982289700265936042528938517333682041720680241267462090643838308945432259067904000000000000000000000,3.3536877099826954e-17,1.0,3.3536877099826954e-17
automotive01_34.dimacs,automotive01_35.dimacs,92311389948567551789472598510466283661235565544348832331032428733366246419781596092062358513446659391605332307861430035901943288441242702084940768956673165894993055930057674605229928188837687341091267854292326660454731520942997982289700265936042528938517333682041720680241267462090643838308945432259067904000000000000000000000,1.0,1.0,1.0
automotive01_35.dimacs,automotive01_36.dimacs,92311389948567551789472598510466283661235565544348832331032428733366246419781596092062358513446659391605332307861430035901943288441242702084940768956673165894993055930057674605229928188837687341091267854292326660454731520942997982289700265936042528938517333682041720680241267462090643838308945432259067904000000000000000000000,1.0,0.36505125907300817,0.36505125907300817
automotive01_36.dimacs,automotive01_37.dimacs,0,0.0,0.0,0.0
automotive01_37.dimacs,automotive01_38.dimacs,0,0.0,0.0,0.0
automotive01_38.dimacs,automotive01_39.dimacs,9522050456839671852872794055110693228807960574301071920806145307781830574416634790995936276590796145133768720084015333365948018360247132738683440696022117225260888043077401329058561016828684576567356182816167636063836890657918390323057979620310132231273409917491027238428897669946190845836913048540938240000000000000000000000000000,1.0,0.5408685471330188,0.5408685471330188
automotive01_39.dimacs,automotive01_40.dimacs,0,0.0,0.0,0.0
automotive01_40.dimacs,automotive01_41.dimacs,635231659234183378744457915743963949396022180811837728560382061455417377118722693291240231836862645221743187879600477632400866230074945457573542682162865975733286278117641799354208590864859495517422618785698329209841060233272851919992002938860490405161179848003262081385100340101120000000000000000,5.392095973021319e-23,1.0,5.392095973021319e-23
automotive01_41.dimacs,automotive01_42.dimacs,635231659234183378744457915743963949396022180811837728560382061455417377118722693291240231836862645221743187879600477632400866230074945457573542682162865975733286278117641799354208590864859495517422618785698329209841060233272851919992002938860490405161179848003262081385100340101120000000000000000,1.0,0.002875686561793873,0.002875686561793873
automotive01_42.dimacs,automotive01_43.dimacs,220897391139151654458423907733911001597404319192680592221256117449901156610826290224815968073205314465896131407125670508480167245110324844538463601058218485256553899812534870498378139495198831478051387710899307860114251861189719723134192764722445880674369857913625164694190934720512000000000000000000,1.0,0.007976782943550852,0.007976782943550852
automotive01_43.dimacs,automotive01_44.dimacs,911002226395050245286460178672257309809749308756852413492645924727955111722441204409724073732241266426892577643379361352646677917327864380510105868305586434213303775945767762781177842773837510654165751241891374798051806806958317112887062678376973550381060991979909237702656000000000000,3.2897025100976465e-17,4.770098168837111e-07,3.2897025100976465e-17
automotive01_44.dimacs,automotive01_45.dimacs,1809558402324131881187024253503992350764100825140412650095831679290354989873815667370040411205218983308628658458820723481720201855641970941378929298819258923622455244322943656099868162384265141829898528620283480244777237151367886563294349411676220195861419434669365158268108800000000000000000,0.9475027580873374,1.0,0.9475027580873374
automotive01_45.dimacs,automotive01_46.dimacs,7839808211296866399762633060927957988588550265426628722509654513663393053168679207450906005732480033809035063555446018099838805539742665729487194320726944779730340558586286609458114951155124619834207947691663685907930519406778827304167939078201513338725233823316683889049600000000000000000,0.0043324427668251534,3.741818755809469e-09,3.741818755809469e-09
automotive01_46.dimacs,automotive01_47.dimacs,72712536024551799819467836880425566119822804764999609464560638144730332625464740963901376004194247395694406475776901100211133247175131641678899817427743914101031602969653978131008009670996066859693648254506599000464137595826105761295245615081870874376142848000000000000,3.4704564671248815e-29,1.0,3.4704564671248815e-29
automotive01_47.dimacs,automotive01_48.dimacs,2119692242487500312988870516790933758281072972186251083302518358342325369598301036214759268030984603974917042358520079092845433482588468153304370055575524084731638283568753282835016815871001878984953285477305485968453664768000000000000000000,2.9151675328333677e-29,1.0,2.9151675328333677e-29
automotive01_48.dimacs,automotive01_49.dimacs,0,0.0,0.0,0.0
automotive01_49.dimacs,automotive01_50.dimacs,54337953889526644797436357304783500234473556203012469981705794070419609376066883019863858681556047971579366711252721976681982553481954710208375451836305175948768348959659511355551303323044387225600000000000000000000000,1.0,1.0,1.0
