file old,file new,conjunction model count,percentage of old,percentage of new,retainment
ea2468_35.dimacs,ea2468_36.dimacs,62686338238132038465032101072269253193149716714735839013431754638923572557097852997852693586236310189442581160503716634862248840732797817603823728811075662899024059428358196107232585376071680000000000,1.0,0.009162630370921925,0.009162630370921925
ea2468_36.dimacs,ea2468_37.dimacs,5475168228886561427701161590584489154506726645947004136499576816935380162428285779731103673638342394177698585483911863913956970341206027445251019606117580800000000,8.002851037387013e-40,7.730075243212241e-41,7.730075243212241e-41
ea2468_37.dimacs,ea2468_38.dimacs,70829429942409583755058157311525335983631783305339491187530779874775642979545286567455290913927536093710101241806378596375069775809045962723050683541576385459618508429952112255762942722560543948800000000,1.0,0.10106645516210588,0.10106645516210588
ea2468_38.dimacs,ea2468_39.dimacs,3457589531268642694951356863107311991289725110045862670612870828124345761958445606164497753725708702409167613962805318241904777372040333961638409857178157943058731724853723840881896340848640000000,4.933631650220238e-09,1.0,4.933631650220238e-09
ea2468_39.dimacs,ea2468_40.dimacs,7569731003172872389472691211567254185695573440952541327357791240219146261600416338482154047230578573492233046100810514618802494650986755416754941704783452439773712314531840000000,2.189308746661846e-18,1.0,2.189308746661846e-18
ea2468_40.dimacs,ea2468_41.dimacs,99695752909371517923494710470399193560223438899721664620126286281678864238373095719347749803935584554961947470074061078969035270934841996515923574017322098098176000,1.3170316470635982e-14,1.0,1.3170316470635982e-14
ea2468_41.dimacs,ea2468_42.dimacs,99695752909371517923494710470399193560223438899721664620126286281678864238373095719347749803935584554961947470074061078969035270934841996515923574017322098098176000,1.0,0.13726203142305296,0.13726203142305296
ea2468_42.dimacs,ea2468_43.dimacs,1018473975902566603339590149734919589983999121098460638660751264394403436434309728927834784061578349815180532328616858893618714265648484024244921958400000,1.4022443564971424e-12,1.0,1.4022443564971424e-12
ea2468_43.dimacs,ea2468_44.dimacs,1018473975902566603339590149734919589983999121098460638660751264394403436434309728927834784061578349815180532328616858893618714265648484024244921958400000,1.0,0.08454390533131047,0.08454390533131047
ea2468_44.dimacs,ea2468_45.dimacs,509321852067937525337618459489175906410607559662050733553804086741296349138215209295317280749169572491679640885995160472216977254007292200327577600000,4.227899726769141e-05,1.0,4.227899726769141e-05
ea2468_45.dimacs,ea2468_46.dimacs,2254095878137619982590866207098416932144678727430249738911918632905240771306091443990722250377235731380286359155983772347215724762565181440,4.425680675167556e-12,1.0,4.425680675167556e-12
ea2468_46.dimacs,ea2468_47.dimacs,2254095878137619982590866207098416932144678727430249738911918632905240771306091443990722250377235731380286359155983772347215724762565181440,1.0,1.0,1.0
ea2468_47.dimacs,ea2468_48.dimacs,19981519375746384356932024631607538957040350302044160,8.864538358614773e-87,8.864538358614773e-87,8.864538358614773e-87
ea2468_48.dimacs,ea2468_49.dimacs,0,0.0,0.0,0.0
ea2468_49.dimacs,ea2468_50.dimacs,48140105947654256450567779330047705438363703453983418377647294481077613471853830182670637584920894406899339632618092309134566931640,1.0,1.0,1.0
