file,model_count
ea2468_23.dimacs,2196089728367378008527536170220698008993676355132694413644459549691210622481563465156768547828353730665087499160729288366314747766014302276911154115800437934553332179934353500828008954750515633186686690881070694400000000000000000
ea2468_24.dimacs,10830914929141528147506481200024044285953875750232878355662556396523126720250424550663064568358163358342831663812869906637636056422442418463423886954716687613630390396903461780369193240025717068510651592395351654400000000000000000
ea2468_25.dimacs,2998623546454872362726604915105297591322169328372677915482337053547392831875652332810203856318743345088723066594526198413612076315366050276541251560429653039640480301247816901924714463417217538655328442882457600000000000000
ea2468_26.dimacs,6296199597774140653041318838663399163504609944293436602319253569496780947980038753165981696078520335444536331150643259283206362285511233833901828237252460354980219039520495385242555039531859093985419214306725068800000000000
ea2468_27.dimacs,12222013813946955595214242530437805465878735140922840042379338993820589290531908368633978493132313639859289066657916123850037748903794581709852482355533966220454052606127308071455830692605222973239741550931476480000000000000000
ea2468_28.dimacs,34871304240005589636745414072500746970266201849610289000728784778877233071084037342673909447081326074895519875385026606597242686552672823958719911042018455699271294809682092215357846216460163868524544000000000000000000
ea2468_29.dimacs,19293700133847127117429510007272944841384809053694937335007469171163813621182495746497333415006317973212398257633823783432666473659408100656823091035477901783842829278366222024145871922240677740544000000000000
ea2468_30.dimacs,18185873810697231224949344841590932797720225160753314739293061986513448908293957137032621671014423035239421645979635348319272791669059322790148196220423443064586150906538582394676258879270866124800000000000
ea2468_31.dimacs,103812460731812780428307428846982077920476042954898243815170931365864628151299207961168594362891975006087583116315492610594686613106134645004990892088817963509370260151904746112591403411026686771200000000
ea2468_32.dimacs,1201315695163813194318205723434463110054100823333039320916410304898362149563892280735468742510599077453184381405594371071004286671205822571728720144456912943773559195417502513136483303967246339979345920000000
ea2468_33.dimacs,252984303974162597961981769022279775836671076726988297514865862359633446477997030164680651639022066036564796618308886214176669562066278365829821537087730217837567071877044081781714463728341270289973248000000000
ea2468_34.dimacs,10336949449839639179558861312295374468288065756694048969374742534494666955816704056051901421362038216974587372124718112659274127552308035119728856929224027406029517281225722320567553155399680000000000000
ea2468_35.dimacs,62686338238132038465032101072269253193149716714735839013431754638923572557097852997852693586236310189442581160503716634862248840732797817603823728811075662899024059428358196107232585376071680000000000
ea2468_36.dimacs,6841522106694419121921526471598135302361711763135183638736730001305259645779552630511947142801700079862701112349185078822365653350369210565280886346606207370200314967344901217286263536195993600000000000
ea2468_37.dimacs,70829429942409583755058157311525335983631783305339491187530779874775642979545286567455290913927536093710101241806378596375069775809045962723050683541576385459618508429952112255762942722560543948800000000
ea2468_38.dimacs,700820364470115057135497049931235421858809709101759291145929961226699922276595456273606867413706929194935028445969071298378811521329399422917667891205285679482457662875367748166283465404991930368000000000
ea2468_39.dimacs,3457589531268642694951356863107311991289725110045862670612870828124345761958445606164497753725708702409167613962805318241904777372040333961638409857178157943058731724853723840881896340848640000000
ea2468_40.dimacs,7569731003172872389472691211567254185695573440952541327357791240219146261600416338482154047230578573492233046100810514618802494650986755416754941704783452439773712314531840000000
ea2468_41.dimacs,99695752909371517923494710470399193560223438899721664620126286281678864238373095719347749803935584554961947470074061078969035270934841996515923574017322098098176000
ea2468_42.dimacs,726317043947141825962625579535455573719493355390552812654534092953219547871158713293542178792635019322602236264171203439310113194886337117213973507588877524664320000
ea2468_43.dimacs,1018473975902566603339590149734919589983999121098460638660751264394403436434309728927834784061578349815180532328616858893618714265648484024244921958400000
ea2468_44.dimacs,12046687125599096720036528132122405388017469159066334999337569720354018705820318740716963970896367143707623252093045083619184332688622130929632857292800000
ea2468_45.dimacs,509321852067937525337618459489175906410607559662050733553804086741296349138215209295317280749169572491679640885995160472216977254007292200327577600000
ea2468_46.dimacs,2254095878137619982590866207098416932144678727430249738911918632905240771306091443990722250377235731380286359155983772347215724762565181440
ea2468_47.dimacs,2254095878137619982590866207098416932144678727430249738911918632905240771306091443990722250377235731380286359155983772347215724762565181440
ea2468_48.dimacs,2254095878137619982590866207098416932144678727430249738911918632905240771306091443990722250377235731380286359155983772347215724762565181440
ea2468_49.dimacs,48140105947654256450567779330047705438363703453983418377647294481077613471853830182670637584920894406899339632618092309134566931640
ea2468_50.dimacs,48140105947654256450567779330047705438363703453983418377647294481077613471853830182670637584920894406899339632618092309134566931640
