file old,file new,conjunction model count,percentage of old,percentage of new,retainment
adderii_24.dimacs,adderii_25.dimacs,177352681319980951869468743069548273040235343526603477882023997641612067842451249697222747581428866032484886707338766585459981997661292243278173358201419678627789520787996672000000000,1.855937708478833e-08,1.0,1.855937708478833e-08
adderii_25.dimacs,adderii_26.dimacs,29579008380107467857166653983323401462146260639040239956292887275459668687347915803133363084888995246384693587802062689563109699775980057836803095574599831454870640001024000000000,0.0001667807227946039,1.0,0.0001667807227946039
adderii_26.dimacs,adderii_27.dimacs,12863616054526434601660825858206507254669361517403417037490797794416231755565036274067252240863528498630911185550150191035953605127264985911175774050713600000000000,4.348900371919668e-16,7.17801390434023e-19,7.17801390434023e-19
adderii_27.dimacs,adderii_28.dimacs,1701797219757309837806384390769339406432265497028848028641239995480252295319267061876929894084178109530300145137519109714778607050086661166573599747819438080000000000,9.496182141946884e-17,2.3302242987003523e-15,9.496182141946884e-17
adderii_28.dimacs,adderii_29.dimacs,6969196727784686336864716457857805932340127088828819004403915942541847310719042332272692865586636136098509660827329976293899058564565316935930295091200000000000000,9.542730102604579e-18,3.115430199854001e-22,3.115430199854001e-22
adderii_29.dimacs,adderii_30.dimacs,22245039613867047298953360867183686323636474706649693932043042853207001411102239056107742598327632985078737594459897523758120552412795273971678575871058330923589107682639872000000000000,0.9944168735213683,1.0,0.9944168735213683
adderii_30.dimacs,adderii_31.dimacs,4811671776627954093304241819938943362082773527649859787380061992021663259125178972177348922012218831434627052673681532993700946884557203479840566039833416302592000000000000,2.1630313364910657e-13,5.879025639844549e-13,2.1630313364910657e-13
adderii_31.dimacs,adderii_32.dimacs,8184471494761473720888942070031544292496235019173124556229397917452550530795942131800169852885285794511809493744856553905544960389539384847286849550036705594127864389831753728000000000,1.0,0.6775966546029132,0.6775966546029132
adderii_32.dimacs,adderii_33.dimacs,370105049055202171958860744692705541169417517102674856301023202528944785782731885506151879598635278538165775858235766127221805367633682024284778538308402965612444119990272000000000,3.064118962989446e-05,1.0,3.064118962989446e-05
adderii_33.dimacs,adderii_34.dimacs,1165019765584966120104597888893175907436873825482938346959665873464977104619338921921725533783638577691562765984129632107968932380884115413250304551007445281195079761920000000000,0.0031478083548414394,0.0031478083548414394,0.0031478083548414394
adderii_34.dimacs,adderii_35.dimacs,1655301242695524995064722736150116413630152802162600232774422046284864162858967545180420690733055799799446808701688842161382664289219202224138382361426716676579131392000000000000,0.004472517321558162,1.0,0.004472517321558162
adderii_35.dimacs,adderii_36.dimacs,924812227685677412263348227347537741044590348593317434593217207492282951157038824895648355712763657496488714193434665436639594928911082430879131238400000000000000,5.586972351810086e-16,4.670860078683106e-16,4.670860078683106e-16
adderii_36.dimacs,adderii_37.dimacs,19732144389014339794426232401006938534030610067188875300615891822762147933392784828023708842691268039685484807437612367980677400744519475920896000000000000,9.965924188102655e-24,1.0104422014410235e-24,1.0104422014410235e-24
adderii_37.dimacs,adderii_38.dimacs,352631565357137597935607246115607188402957338449225774970738399410835062513670791053917050729734284047223852182029605477347934223407906422127604251618240974415128952832000000000,0.018057531314003266,1.0,0.018057531314003266
adderii_38.dimacs,adderii_39.dimacs,352631565357137597935607246115607188402957338449225774970738399410835062513670791053917050729734284047223852182029605477347934223407906422127604251618240974415128952832000000000,1.0,1.0,1.0
adderii_39.dimacs,adderii_40.dimacs,9223104481316257042796838851999351759431467992969780254184692599957417227115646943232000000,2.615507341770524e-86,1.353908455464183e-82,2.615507341770524e-86
adderii_40.dimacs,adderii_41.dimacs,2468599295006725111779406291085462118956434752649596923958659727641468970781180600570068679608384723372737063436525657639611784322298730597609931221088158283415899078656000,0.03623787918084543,1.0,0.03623787918084543
adderii_41.dimacs,adderii_42.dimacs,43563483533113906772229595665940580780712381233550804443723514183388405275033600000000,1.7647045278361075e-86,2.5925334116870118e-83,1.7647045278361075e-86
adderii_42.dimacs,adderii_43.dimacs,1680344150502820359670965658691313253277187292650805158759280222966472812337548832701599173434096643786575585026465577441216521538999792776148232228876504078814806016000,1.0,7.347747647398905e-05,7.347747647398905e-05
adderii_43.dimacs,adderii_44.dimacs,551162217221532464217884627746711369271054767607731570734217784034338121357900718548797740206682813563194572800000000,2.4101020518402917e-56,3.644928945677232e-54,2.4101020518402917e-56
adderii_44.dimacs,adderii_45.dimacs,1195305909775030818487272679153042001692389784883292042169912721489363024984091350306343934637382024783038615099283036213246818440288396378865632542720000,7.904760111172328e-18,1.0,7.904760111172328e-18
adderii_45.dimacs,adderii_46.dimacs,3821220137381536052420482080979502979868377475403242670285012216394897229473320645219132877391482692672598530630758558022906238952838088622080000,3.196855387505555e-09,1.0,3.196855387505555e-09
adderii_46.dimacs,adderii_47.dimacs,3821220137381536052420482080979502979868377475403242670285012216394897229473320645219132877391482692672598530630758558022906238952838088622080000,1.0,5.772491820852358e-05,5.772491820852358e-05
adderii_47.dimacs,adderii_48.dimacs,449091500659319242109470672147461164404405292017619799347207876852610712324431798120897860671847798912337946786704856293058805760,6.784160349753206e-21,1.0,6.784160349753206e-21
adderii_48.dimacs,adderii_49.dimacs,357233331438474273590626824681565857027641819540954698027428669566207833086768331792060153109444189191294237070396678187982800,0.0007954577873640754,1.0,0.0007954577873640754
adderii_49.dimacs,adderii_50.dimacs,357233331438474273590626824681565857027641819540954698027428669566207833086768331792060153109444189191294237070396678187982800,1.0,1.0,1.0
