file,model_count
2016-02-23_14-28-02.dimacs,9856869790353090516680226265451169054720
2016-02-23_15-54-03.dimacs,19946733767719521932373394163006932254720
2016-03-01_10-32-30.dimacs,19946733767719521932373394163006932254720
2016-03-07_18-19-52.dimacs,19946733767719521932373394163006932254720
2016-03-08_14-08-57.dimacs,19946733767719521932373394163006932254720
2016-03-12_12-42-43.dimacs,19946733767719521932373394163006932254720
2016-03-16_09-14-47.dimacs,19946733767719521932373394163006932254720
2016-03-24_11-34-06.dimacs,39893467535439043864746788326013864509440
2016-03-28_15-54-39.dimacs,39893467535439043864746788326013864509440
2016-03-30_14-31-18.dimacs,39893467535439043864746788326013864509440
2016-03-31_18-28-39.dimacs,39893467535439043864746788326013864509440
2016-04-01_16-25-58.dimacs,39893520265562431539187526955676666429440
2016-04-04_17-06-14.dimacs,39893795075993843493283439919792327229440
2016-04-07_13-31-03.dimacs,12529987748468475903825180333583965880320
2016-04-08_16-08-18.dimacs,44749956244530271085089929762799878144000
2016-04-13_17-22-19.dimacs,134235793333274222921734288137265348608000
2016-04-19_18-34-18.dimacs,134235793333274222921734288137265348608000
2016-04-25_12-06-04.dimacs,268471586666548445843468576274530697216000
2016-04-26_15-48-10.dimacs,514780190944292130107258609549407420416000
2016-04-26_18-40-41.dimacs,1029560381888584256216940405746948898816000
2016-04-26_19-24-05.dimacs,2015410259579202718836197965232970557030400
2016-05-03_17-52-25.dimacs,3525022577565169232211948416116851317145600
2016-05-03_18-52-10.dimacs,14053401269498224322207335029539891419545600
2016-05-03_18-52-16.dimacs,16864081523397869184370183251837306116505600
2016-05-04_14-10-08.dimacs,33559700603560479351623562091630528403865600
2016-05-05_17-19-28.dimacs,33559700603560479351623562091630528403865600
2016-05-05_23-28-36.dimacs,33559700603560479351623562091630528403865600
2016-05-06_11-38-59.dimacs,33559700603560479351623562091630528403865600
2016-05-09_16-14-40.dimacs,33559700603560479345927015132604119436492800
2016-05-09_16-15-26.dimacs,33559700603560479345927015132604119436492800
2016-05-10_15-10-10.dimacs,33559700603560479345927015132604119436492800
2016-05-10_16-53-29.dimacs,100679101810681438037781045397812358309478400
2016-05-11_18-21-25.dimacs,134238802414241917378011513571390068778598400
2016-05-13_09-54-58.dimacs,237571934374581778644451592897379677346201600
2016-05-18_13-36-31.dimacs,475143868749163557288903185794759354692403200
2016-05-23_14-22-27.dimacs,477528988269843820822497526434986591256576000
