file old,file new,conjunction model count,percentage of old,percentage of new,retainment
2015-07-07_18-42-03.dimacs,2015-08-19_17-43-58.dimacs,0,0.0,0.0,0.0
2015-08-19_17-43-58.dimacs,2015-08-19_18-14-01.dimacs,6792004453984070648463360,0.9999999999973109,1.0,0.9999999999973109
2015-08-19_18-14-01.dimacs,2015-08-21_13-54-55.dimacs,0,0.0,0.0,0.0
2015-08-21_13-54-55.dimacs,2015-08-21_15-12-03.dimacs,5107166139903842828943360,0.7519379845088394,0.7519379845088394,0.7519379845088394
2015-08-21_15-12-03.dimacs,2015-08-21_18-50-17.dimacs,5584758102950206620303360,0.8222547763016094,0.8222547763016094,0.8222547763016094
2015-08-21_18-50-17.dimacs,2015-08-24_10-34-05.dimacs,6792004453984070648463360,1.0,0.5000000000128147,0.5000000000128147
2015-08-24_10-34-05.dimacs,2015-08-24_15-13-45.dimacs,0,0.0,0.0,0.0
2015-08-24_15-13-45.dimacs,2015-08-24_16-11-34.dimacs,13584008907619989045903360,1.0,1.0,1.0
2015-08-24_16-11-34.dimacs,2015-08-25_09-35-03.dimacs,13584008907619989045903360,1.0,5.890758044776118e-06,5.890758044776118e-06
2015-08-25_09-35-03.dimacs,2015-08-26_16-01-27.dimacs,0,0.0,0.0,0.0
2015-08-26_16-01-27.dimacs,2015-08-26_17-28-56.dimacs,0,0.0,0.0,0.0
2015-08-26_17-28-56.dimacs,2015-09-02_13-57-24.dimacs,0,0.0,0.0,0.0
2015-09-02_13-57-24.dimacs,2015-09-02_17-37-27.dimacs,9223919091099849889961937469440,1.0,0.5,0.5
2015-09-02_17-37-27.dimacs,2015-09-03_13-35-00.dimacs,0,0.0,0.0,0.0
2015-09-03_13-35-00.dimacs,2015-09-03_17-20-02.dimacs,36852947535505568084049505812480,1.0,0.5,0.5
2015-09-03_17-20-02.dimacs,2015-09-09_18-04-01.dimacs,46066184419381962190586495631360,0.625,1.0,0.625
2015-09-09_18-04-01.dimacs,2015-09-10_16-45-56.dimacs,46066184419381962190586495631360,1.0,0.5,0.5
2015-09-10_16-45-56.dimacs,2015-09-11_12-00-21.dimacs,92132368838763918819774022287360,1.0,1.0,1.0
2015-09-11_12-00-21.dimacs,2015-09-11_12-22-47.dimacs,69277827731473645763432923791360,0.751937984496124,0.751937984496124,0.751937984496124
2015-09-11_12-22-47.dimacs,2015-09-14_11-45-27.dimacs,84236757886533516171798758031360,0.9143014441965764,0.9143014441965764,0.9143014441965764
2015-09-14_11-45-27.dimacs,2015-09-14_19-08-31.dimacs,92132368838763918819774022287360,1.0,1.0,1.0
2015-09-14_19-08-31.dimacs,2015-09-16_12-28-33.dimacs,86893620133505780988836692623360,0.9431388905844134,0.9431388905844134,0.9431388905844134
2015-09-16_12-28-33.dimacs,2015-09-16_13-53-00.dimacs,80404518006964958264810652303360,0.8727065093450136,0.8727065093450136,0.8727065093450136
2015-09-16_13-53-00.dimacs,2015-09-17_11-23-35.dimacs,92132368838763918819774022287360,1.0,0.5,0.5
2015-09-17_11-23-35.dimacs,2015-09-24_21-52-21.dimacs,184264737677527837639548044574720,1.0,1.0,1.0
2015-09-24_21-52-21.dimacs,2015-09-25_09-02-06.dimacs,92132504678852997099540940062720,0.5000007372006754,0.3333333333333333,0.3333333333333333
2015-09-25_09-02-06.dimacs,2015-09-25_09-22-21.dimacs,138199164538546719365814225469440,0.5000014743991771,0.1250002764496419,0.1250002764496419
2015-09-25_09-22-21.dimacs,2015-09-28_17-02-04.dimacs,1105590871186770379259103097651200,1.0,0.4961540290359843,0.4961540290359843
2015-09-28_17-02-04.dimacs,2015-09-30_20-58-45.dimacs,0,0.0,0.0,0.0
2015-09-30_20-58-45.dimacs,2015-10-05_16-26-18.dimacs,1671241398565644545582151153745920,0.7500000000000001,0.7500000000000001,0.7500000000000001
2015-10-05_16-26-18.dimacs,2015-10-05_16-40-53.dimacs,0,0.0,0.0,0.0
2015-10-05_16-40-53.dimacs,2015-10-05_17-35-00.dimacs,2228321864754192593969292949585920,1.0,0.5,0.5
2015-10-05_17-35-00.dimacs,2015-10-05_18-01-56.dimacs,4456643729508384787517860132945920,1.0,0.5,0.5
2015-10-05_18-01-56.dimacs,2015-10-08_18-29-01.dimacs,6684965594262577381487153082531840,0.75,0.75,0.75
2015-10-08_18-29-01.dimacs,2015-10-13_15-57-54.dimacs,0,0.0,0.0,0.0
2015-10-13_15-57-54.dimacs,2015-10-14_15-02-52.dimacs,26739862377050308725107160797675520,0.3333333333333333,0.3333333333333333,0.3333333333333333
2015-10-14_15-02-52.dimacs,2015-10-16_18-21-30.dimacs,80219587131150926175321482393026560,1.0,0.25000000000000006,0.25000000000000006
2015-10-16_18-21-30.dimacs,2015-10-20_17-46-20.dimacs,162907469250952649857342916127621120,0.5076923076923078,1.0,0.5076923076923078
2015-10-20_17-46-20.dimacs,2015-10-28_13-57-25.dimacs,162907469250952635442196788543488000,0.9999999999999999,1.0,0.9999999999999999
2015-10-28_13-57-25.dimacs,2015-10-29_11-22-17.dimacs,101817168281845404358946056631746560,0.625,1.0,0.625
2015-10-29_11-22-17.dimacs,2015-10-30_18-14-23.dimacs,16290746925095265145902581919252480,0.16,0.16,0.16
2015-10-30_18-14-23.dimacs,2015-11-03_18-43-35.dimacs,101817168281845404358946056631746560,1.0,1.0,1.0
2015-11-03_18-43-35.dimacs,2015-11-04_13-35-55.dimacs,101817168281845404358946056631746560,1.0,0.6666667485777119,0.6666667485777119
2015-11-04_13-35-55.dimacs,2015-11-04_18-14-40.dimacs,0,0.0,0.0,0.0
2015-11-04_18-14-40.dimacs,2015-11-05_17-26-37.dimacs,229059043999338789488520513800110080,0.7499032367146801,0.7499032367146801,0.7499032367146801
2015-11-05_17-26-37.dimacs,2015-11-06_15-00-32.dimacs,305325145145873544062062525509795840,0.9995864411096163,1.0,0.9995864411096163
2015-11-06_15-00-32.dimacs,2015-11-06_15-06-34.dimacs,305325145145873544062062525509795840,1.0,1.0,1.0
2015-11-06_15-06-34.dimacs,2015-11-06_15-06-40.dimacs,305325145145873544062062525509795840,1.0,0.5001870474068526,0.5001870474068526
2015-11-06_15-06-40.dimacs,2015-11-10_18-45-06.dimacs,610421934611836888812932382672814080,1.0,0.5044263984993955,0.5044263984993955
2015-11-10_18-45-06.dimacs,2015-11-17_11-53-12.dimacs,1210130826673157113525852856364564480,1.0,1.0,1.0
2015-11-17_11-53-12.dimacs,2015-11-18_16-36-18.dimacs,1210130826673157113525852856364564480,1.0,1.0,1.0
2015-11-18_16-36-18.dimacs,2015-11-18_16-37-15.dimacs,1210130826673157113525852856364564480,1.0,0.3333333333333333,0.3333333333333333
2015-11-18_16-37-15.dimacs,2015-11-18_16-37-18.dimacs,3327859773351182001437601103305768960,0.9166666666666666,0.9166666666666666,0.9166666666666666
2015-11-18_16-37-18.dimacs,2015-11-23_14-58-51.dimacs,3630392480019471259566232900164648960,1.0,0.5000003925594525,0.5000003925594525
2015-11-23_14-58-51.dimacs,2015-11-23_15-29-58.dimacs,7260779259463881174277708677717688320,1.0,1.0,1.0
2015-11-23_15-29-58.dimacs,2015-11-25_17-57-13.dimacs,7260779259463881174277708677717688320,1.0,0.5,0.5
2015-11-25_17-57-13.dimacs,2015-11-27_14-29-46.dimacs,7325057360697384901931855445114224640,0.5044263913649296,0.3333333333333333,0.3333333333333333
2015-11-27_14-29-46.dimacs,2015-12-01_13-54-06.dimacs,21975172082092154705795566335342673920,1.0,0.3333333333333333,0.3333333333333333
2015-12-01_13-54-06.dimacs,2015-12-10_16-11-17.dimacs,65925516246276463119069139739439267840,1.0,1.0,1.0
2015-12-10_16-11-17.dimacs,2015-12-10_18-26-08.dimacs,65925516246276463119069139739439267840,1.0,1.0,1.0
2015-12-10_18-26-08.dimacs,2015-12-17_17-14-39.dimacs,65925516246276463119069139739439267840,1.0,1.0,1.0
2015-12-17_17-14-39.dimacs,2015-12-28_13-48-28.dimacs,0,0.0,0.0,0.0
2015-12-28_13-48-28.dimacs,2015-12-29_18-23-15.dimacs,0,0.0,0.0,0.0
2015-12-29_18-23-15.dimacs,2016-01-13_16-07-39.dimacs,389768068366643443488373182929137827840,1.0,0.5,0.5
2016-01-13_16-07-39.dimacs,2016-01-20_14-15-01.dimacs,779536136733286886976746365858275655680,1.0,0.9999992909263989,0.9999992909263989
2016-01-20_14-15-01.dimacs,2016-01-21_11-24-25.dimacs,779536689482174379599505891786416455680,1.0,0.33366348794049205,0.33366348794049205
2016-01-21_11-24-25.dimacs,2016-01-25_16-16-52.dimacs,2336296051731026293766607806496359055360,1.0,1.0,1.0
2016-01-25_16-16-52.dimacs,2016-01-29_14-02-27.dimacs,0,0.0,0.0,0.0
2016-01-29_14-02-27.dimacs,2016-02-03_09-59-17.dimacs,0,0.0,0.0,0.0
2016-02-03_09-59-17.dimacs,2016-02-03_11-32-49.dimacs,4498769986542218139075604760340316815360,1.0,1.0,1.0
2016-02-03_11-32-49.dimacs,2016-02-03_11-33-53.dimacs,3391380451393364460168285528662590095360,0.7538461538461538,0.7538461538461538,0.7538461538461538
2016-02-03_11-33-53.dimacs,2016-02-12_17-39-52.dimacs,4498769986542218139075604760340316815360,1.0,1.0,1.0
2016-02-12_17-39-52.dimacs,2016-02-12_18-59-37.dimacs,4410211522240205972332278296192860815360,0.9803149606299212,1.0,0.9803149606299212
2016-02-12_18-59-37.dimacs,2016-02-17_15-42-32.dimacs,4410211522240205972332278296192860815360,1.0,1.0,1.0
2016-02-17_15-42-32.dimacs,2016-02-17_16-43-25.dimacs,4410211522240205972332278296192860815360,1.0,0.8620683269191415,0.8620683269191415
2016-02-17_16-43-25.dimacs,2016-02-19_19-05-41.dimacs,5115849155485637248883861928949391032320,1.0,1.0,1.0
2016-02-19_19-05-41.dimacs,2016-02-23_14-28-02.dimacs,5115849155485637248883861928949391032320,1.0,0.5190135676229094,0.5190135676229094
2016-02-23_14-28-02.dimacs,2016-02-23_15-54-03.dimacs,0,0.0,0.0,0.0
2016-02-23_15-54-03.dimacs,2016-03-01_10-32-30.dimacs,17491751150154042346565202369209035653120,0.8769230769230769,0.8769230769230769,0.8769230769230769
2016-03-01_10-32-30.dimacs,2016-03-07_18-19-52.dimacs,1994673376771952461150991670859813355520,0.1,0.1,0.1
2016-03-07_18-19-52.dimacs,2016-03-08_14-08-57.dimacs,4365001421317932708370855475149547765760,0.21883289124668437,0.21883289124668437,0.21883289124668437
2016-03-08_14-08-57.dimacs,2016-03-12_12-42-43.dimacs,19946733767719521932373394163006932254720,1.0,1.0,1.0
2016-03-12_12-42-43.dimacs,2016-03-16_09-14-47.dimacs,0,0.0,0.0,0.0
2016-03-16_09-14-47.dimacs,2016-03-24_11-34-06.dimacs,19946733767719521932373394163006932254720,1.0,0.5,0.5
2016-03-24_11-34-06.dimacs,2016-03-28_15-54-39.dimacs,30073537065177125521514021150822278103040,0.7538461538461538,0.7538461538461538,0.7538461538461538
2016-03-28_15-54-39.dimacs,2016-03-30_14-31-18.dimacs,0,0.0,0.0,0.0
2016-03-30_14-31-18.dimacs,2016-03-31_18-28-39.dimacs,39893467535439043864746788326013864509440,1.0,1.0,1.0
2016-03-31_18-28-39.dimacs,2016-04-01_16-25-58.dimacs,39893467535439043864746788326013864509440,1.0,0.999998678228368,0.999998678228368
2016-04-01_16-25-58.dimacs,2016-04-04_17-06-14.dimacs,39893520265562431539187526955676666429440,1.0,0.9999931114492645,0.9999931114492645
2016-04-04_17-06-14.dimacs,2016-04-07_13-31-03.dimacs,9445683071922389573435521269796825989120,0.23677073223866696,0.7538461538461538,0.23677073223866696
2016-04-07_13-31-03.dimacs,2016-04-08_16-08-18.dimacs,12529987748468475903825180333583965880320,1.0,0.27999999999999997,0.27999999999999997
2016-04-08_16-08-18.dimacs,2016-04-13_17-22-19.dimacs,44749956244530271085089929762799878144000,1.0,0.3333682852637315,0.3333682852637315
2016-04-13_17-22-19.dimacs,2016-04-19_18-34-18.dimacs,134235793333274222921734288137265348608000,1.0,1.0,1.0
2016-04-19_18-34-18.dimacs,2016-04-25_12-06-04.dimacs,134235793333274222921734288137265348608000,1.0,0.5,0.5
2016-04-25_12-06-04.dimacs,2016-04-26_15-48-10.dimacs,268471586666548445843468576274530697216000,1.0,0.5215266464975564,0.5215266464975564
2016-04-26_15-48-10.dimacs,2016-04-26_18-40-41.dimacs,514780190944292130107258609549407420416000,1.0,0.5,0.5
2016-04-26_18-40-41.dimacs,2016-04-26_19-24-05.dimacs,1017771522553982146458703418047768559616000,0.9885496183206107,0.5049947114819603,0.5049947114819603
2016-04-26_19-24-05.dimacs,2016-05-03_17-52-25.dimacs,0,0.0,0.0,0.0
2016-05-03_17-52-25.dimacs,2016-05-03_18-52-10.dimacs,3525022577565169232211948416116851317145600,1.0,0.25083056478405313,0.25083056478405313
2016-05-03_18-52-10.dimacs,2016-05-03_18-52-16.dimacs,8432040761698934597881638584945062025625600,0.6,0.5,0.5
2016-05-03_18-52-16.dimacs,2016-05-04_14-10-08.dimacs,16864081523397869184370183251837306116505600,1.0,0.5025098919270065,0.5025098919270065
2016-05-04_14-10-08.dimacs,2016-05-05_17-19-28.dimacs,33559700603560479351623562091630528403865600,1.0,1.0,1.0
2016-05-05_17-19-28.dimacs,2016-05-05_23-28-36.dimacs,33559700603560479351623562091630528403865600,1.0,1.0,1.0
2016-05-05_23-28-36.dimacs,2016-05-06_11-38-59.dimacs,33484933334119119977830508545741419655987200,0.9977721115475796,0.9977721115475796,0.9977721115475796
2016-05-06_11-38-59.dimacs,2016-05-09_16-14-40.dimacs,33559700603560479345927015132604119436492800,1.0,1.0,1.0
2016-05-09_16-14-40.dimacs,2016-05-09_16-15-26.dimacs,5696546959026408967372800,1.697436763909044e-19,1.697436763909044e-19,1.697436763909044e-19
2016-05-09_16-15-26.dimacs,2016-05-10_15-10-10.dimacs,33321239529805848896875289506489942671360000,0.9928944218969186,0.9928944218969186,0.9928944218969186
2016-05-10_15-10-10.dimacs,2016-05-10_16-53-29.dimacs,33559700603560479345927015132604119436492800,1.0,0.33333333333333337,0.33333333333333337
2016-05-10_16-53-29.dimacs,2016-05-11_18-21-25.dimacs,23179252840426542085277908900858565964595200,0.23022903883283716,0.17267177912462786,0.17267177912462786
2016-05-11_18-21-25.dimacs,2016-05-13_09-54-58.dimacs,134238802414241917378011513571390068778598400,1.0,0.5650448684842815,0.5650448684842815
2016-05-13_09-54-58.dimacs,2016-05-18_13-36-31.dimacs,237571934374581778644451592897379677346201600,1.0,0.5,0.5
2016-05-18_13-36-31.dimacs,2016-05-23_14-22-27.dimacs,0,0.0,0.0,0.0
