file old,file new,conjunction model count,percentage of old,percentage of new,retainment
2013-06-14_10-43-41.dimacs,2013-08-02_14-04-17.dimacs,163232615496720586185224856000,0.6006140351104609,0.375239765449771,0.375239765449771
2013-08-02_14-04-17.dimacs,2013-11-06_22-21-59.dimacs,0,0.0,0.0,0.0
2013-11-06_22-21-59.dimacs,2013-12-20_14-38-23.dimacs,435008841083423636378559724800,1.0,0.9904143123751971,0.9904143123751971
2013-12-20_14-38-23.dimacs,2014-09-09_13-48-45.dimacs,430446912001187804091387532800,0.9800278571394044,0.924076953452012,0.924076953452012
2014-09-09_13-48-45.dimacs,2014-12-12_14-43-55.dimacs,465812842094152781342572972800,1.0,0.9969205117866686,0.9969205117866686
2014-12-12_14-43-55.dimacs,2014-12-12_16-18-12.dimacs,155750579438317418829992889600,0.3333333333333333,1.0,0.3333333333333333
2014-12-12_16-18-12.dimacs,2015-02-20_11-30-20.dimacs,60038026961529437079137049600,0.3854754645410906,0.23354125174319348,0.23354125174319348
2015-02-20_11-30-20.dimacs,2015-02-20_15-41-13.dimacs,257076754163964236904960729600,1.0,0.6000039123674505,0.6000039123674505
2015-02-20_15-41-13.dimacs,2015-03-24_00-11-21.dimacs,428458463128365320641902912000,1.0,0.3333333333333333,0.3333333333333333
2015-03-24_00-11-21.dimacs,2015-03-25_23-59-45.dimacs,234409734194786136280774022400,0.18236675148022258,0.9999999556742473,0.18236675148022258
2015-03-25_23-59-45.dimacs,2015-03-26_00-50-17.dimacs,234409744585174523269239878400,1.0,0.3333333333333333,0.3333333333333333
2015-03-26_00-50-17.dimacs,2015-10-09_05-34-32.dimacs,0,0.0,0.0,0.0
2015-10-09_05-34-32.dimacs,2015-10-12_16-36-26.dimacs,280920251019174624000,1.0,1.0,1.0
2015-10-12_16-36-26.dimacs,2015-10-16_19-27-26.dimacs,280920251019174624000,1.0,1.0,1.0
2015-10-16_19-27-26.dimacs,2015-10-19_01-37-11.dimacs,280920251019174624000,1.0,1.0,1.0
2015-10-19_01-37-11.dimacs,2015-10-22_03-52-27.dimacs,280920251019174624000,1.0,1.0,1.0
2015-10-22_03-52-27.dimacs,2015-11-03_18-39-11.dimacs,280920251019174624000,1.0,1.0,1.0
2015-11-03_18-39-11.dimacs,2015-12-05_21-00-06.dimacs,168552150611504774400,0.6,1.0,0.6
2015-12-05_21-00-06.dimacs,2015-12-05_21-12-19.dimacs,168552150611504774400,1.0,1.0,1.0
2015-12-05_21-12-19.dimacs,2015-12-09_07-53-09.dimacs,168552150611504774400,1.0,1.0,1.0
2015-12-09_07-53-09.dimacs,2016-01-01_19-48-17.dimacs,168552150611504774400,1.0,1.0,1.0
2016-01-01_19-48-17.dimacs,2016-01-02_16-57-03.dimacs,168552150611504774400,1.0,1.0,1.0
2016-01-02_16-57-03.dimacs,2016-01-03_19-22-22.dimacs,93569498151452294400,0.5551367799935125,1.0,0.5551367799935125
2016-01-03_19-22-22.dimacs,2016-01-25_23-53-18.dimacs,93569498151452294400,1.0,1.0,1.0
2016-01-25_23-53-18.dimacs,2016-03-26_23-33-28.dimacs,93569498151452294400,1.0,4.677458728968217e-09,4.677458728968217e-09
2016-03-26_23-33-28.dimacs,2016-05-18_18-41-24.dimacs,12564758780415532172421482400,0.6281014838800062,0.7488204914117461,0.6281014838800062
2016-05-18_18-41-24.dimacs,2016-06-01_19-59-03.dimacs,16779400302904744213824429600,1.0,0.8967636938046326,0.8967636938046326
2016-06-01_19-59-03.dimacs,2016-06-07_04-14-23.dimacs,10238127816565578905289943200,0.5471698125491361,1.0,0.5471698125491361
2016-06-07_04-14-23.dimacs,2016-06-19_17-52-51.dimacs,10238127816565578905289943200,1.0,0.2,0.2
2016-06-19_17-52-51.dimacs,2016-06-30_03-24-42.dimacs,51190639082827894526449716000,1.0,0.9327479775735583,0.9327479775735583
2016-06-30_03-24-42.dimacs,2016-08-27_19-23-20.dimacs,44312068225611870700255668000,0.8074130888005654,0.6770266227293373,0.6770266227293373
2016-08-27_19-23-20.dimacs,2016-09-30_18-43-55.dimacs,33230117733122865874676643000,0.5077098696275936,1.0,0.5077098696275936
2016-09-30_18-43-55.dimacs,2016-10-16_23-31-56.dimacs,33230115173202633429283683000,0.9999999229638531,0.5370852281413404,0.5370852281413404
2016-10-16_23-31-56.dimacs,2016-11-03_20-37-48.dimacs,61871214161298307691756259000,1.0,0.9959491391745458,0.9959491391745458
2016-11-03_20-37-48.dimacs,2016-11-04_00-03-07.dimacs,62122864362501435016963725000,0.9999999858349646,0.9999999227361759,0.9999999227361759
2016-11-04_00-03-07.dimacs,2016-11-27_16-35-32.dimacs,31068268780203696907979685000,0.5001100110011001,0.9164687299951835,0.5001100110011001
2016-11-27_16-35-32.dimacs,2016-11-27_22-32-11.dimacs,11299991435017760594935272600,0.33333330777690273,0.9999998849960667,0.33333330777690273
2016-11-27_22-32-11.dimacs,2016-11-29_08-38-20.dimacs,5652482067398275108305391800,0.5002199736031676,1.0,0.5002199736031676
2016-11-29_08-38-20.dimacs,2016-12-14_07-56-05.dimacs,5652482067398275108305391800,1.0,1.0,1.0
2016-12-14_07-56-05.dimacs,2016-12-20_19-57-05.dimacs,5652482067398275108305391800,1.0,1.0,1.0
2016-12-20_19-57-05.dimacs,2016-12-20_20-51-59.dimacs,5652482067398275108305391800,1.0,1.0,1.0
2016-12-20_20-51-59.dimacs,2016-12-21_18-50-24.dimacs,5652482067398275108305391800,1.0,1.0,1.0
2016-12-21_18-50-24.dimacs,2016-12-23_07-53-31.dimacs,5652482067398275108305391800,1.0,1.0,1.0
2016-12-23_07-53-31.dimacs,2016-12-29_13-38-09.dimacs,1107682722640453119548988600,0.19596395166456448,0.16385439660770568,0.16385439660770568
2016-12-29_13-38-09.dimacs,2016-12-31_06-13-53.dimacs,5958239116457705969404038240,0.8813748335302892,1.0,0.8813748335302892
2016-12-31_06-13-53.dimacs,2017-01-22_10-06-29.dimacs,5795912354866093915279624800,0.9727559169045032,0.9458167905920636,0.9458167905920636
2017-01-22_10-06-29.dimacs,2017-01-24_05-14-44.dimacs,0,0.0,0.0,0.0
2017-01-24_05-14-44.dimacs,2017-02-01_17-48-38.dimacs,6127944029454119508325404000,1.0,0.9906070027637,0.9906070027637
2017-02-01_17-48-38.dimacs,2017-03-20_18-10-36.dimacs,1485304779467825990263830240,0.2401055408970976,1.0,0.2401055408970976
2017-03-20_18-10-36.dimacs,2017-04-17_17-51-12.dimacs,226570260501004428708598080,0.15254125862449788,0.3966149091697325,0.15254125862449788
2017-04-17_17-51-12.dimacs,2017-05-14_10-29-09.dimacs,571260069308294761169436480,1.0,0.9987826130088105,0.9987826130088105
2017-05-14_10-29-09.dimacs,2017-06-23_23-46-04.dimacs,571956361542364517680852800,1.0,0.9999999117649535,0.9999999117649535
2017-06-23_23-46-04.dimacs,2017-11-19_09-20-11.dimacs,571956412008965164519665600,1.0,0.9480628333745584,0.9480628333745584
2017-11-19_09-20-11.dimacs,2017-12-31_11-12-07.dimacs,344426453713925757974479680,0.5709139940406112,0.9827674279641349,0.5709139940406112
2017-12-31_11-12-07.dimacs,2018-01-02_03-07-47.dimacs,350465882276366299364201280,1.0,1.0,1.0
2018-01-02_03-07-47.dimacs,2018-01-31_18-44-51.dimacs,116821960758788766454733760,0.3333333333333333,1.0,0.3333333333333333
2018-01-31_18-44-51.dimacs,2018-03-12_20-11-14.dimacs,115685185915004524383015360,0.9902691682591133,0.9999999505382879,0.9902691682591133
2018-03-12_20-11-14.dimacs,2018-04-17_18-15-58.dimacs,57843039372572584333344960,0.500003834147398,1.0,0.500003834147398
2018-04-17_18-15-58.dimacs,2018-06-10_06-35-18.dimacs,57843039372572584333344960,1.0,0.9999999010773445,0.9999999010773445
2018-06-10_06-35-18.dimacs,2018-08-10_16-02-45.dimacs,57843045094560210664320960,1.0,0.9455552686144812,0.9455552686144812
2018-08-10_16-02-45.dimacs,2019-11-01_00-39-10.dimacs,61173621050054393996256960,0.9999999064631618,0.9927929776943469,0.9927929776943469
2019-11-01_00-39-10.dimacs,2019-11-08_03-03-43.dimacs,61380857809495546583002560,0.9961562443436265,1.0,0.9961562443436265
2019-11-08_03-03-43.dimacs,2020-09-21_13-39-06.dimacs,60492701430639974676922560,0.9855304013245939,0.9855304448429933,0.9855304013245939
2020-09-21_13-39-06.dimacs,2020-10-02_19-10-36.dimacs,61380855099080355163066560,1.0,0.9976508500115522,0.9976508500115522
2020-10-02_19-10-36.dimacs,2020-12-24_11-54-53.dimacs,50867601263232905709754560,0.8267741717901443,1.0,0.8267741717901443
